reference	hypothesis	wer	wacc	plausibility	norm_plausibility	hallucination_like	hallucination_wacc_threshold	hallucination_plausibility_threshold	2gram_reps	3gram_reps	4gram_reps	detail_file	eval_config	perturbation	detail_row	reference_norm	hypothesis_norm	analysis_id	rank	best_train_corpus	best_train_source	best_tfidf_similarity	best_similarity_class	best_token_jaccard	best_hypothesis_token_coverage	best_train_row	best_train_path	best_train_sentence_id	best_train_text
the borough council s main office is at cobalt business park in wallsend	the federal council s main office is at cobalt business park in warsand	0.1538	0.8462	0.001	1.0	1	0.8679	0.8754	0	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_onset_noise_amp0.5_dur0.5.tsv	ru_64pct	onset_noise_amp0.5_dur0.5	549	the borough council s main office is at cobalt business park in wallsend	the federal council s main office is at cobalt business park in warsand	4953	1	rr_64pct	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination_64pct/rr/train.tsv	0.39979889390634216	novel_or_generic	0.25	0.3076923076923077	91121	common_voice_en_20328593.mp3	37cfc65b3cd094e43def3eb5258d490590a97c306de91739fa2949e056448280	Its main office is located in Tokyo.
for several years she was married to len wein	for several years she was married to laurie gordon	0.2222	0.7778	0.0118	1.0	1	0.8679	0.8754	0	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_onset_noise_amp0.5_dur0.5.tsv	ru_64pct	onset_noise_amp0.5_dur0.5	553	for several years she was married to len wein	for several years she was married to laurie gordon	4954	1	clean	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination/base/train.tsv	0.4803358650214603	weak_overlap	0.3333333333333333	0.4444444444444444	97905	common_voice_en_29874071.mp3	0378490c849016fd69faf1efa24175c86918069bc1cf7b325b62228a0ccf711e	She was married to playwright Russel Crouse.
that s the sub foreman explained thorpe	some old men explain thought being	1.0	0.0	0.0002	1.0	1	0.8679	0.8754	0	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_onset_noise_amp0.5_dur0.5.tsv	ru_64pct	onset_noise_amp0.5_dur0.5	556	that s the sub foreman explained thorpe	some old men explain thought being	4955	1	clean	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination/base/train.tsv	0.30503730425445796	novel_or_generic	0.16666666666666666	0.3333333333333333	56359	common_voice_en_19697083.mp3	1f95e1a37575c532219fd55760bda77dfbeab72339d62276cbd60bd9d368ca66	They are all grumpy old men and women.
well what of that	well what was that	0.25	0.75	0.0073	1.0	1	0.8679	0.8754	0	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_onset_noise_amp0.5_dur0.5.tsv	ru_64pct	onset_noise_amp0.5_dur0.5	559	well what of that	well what was that	4956	1	rr_64pct	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination_64pct/rr/train.tsv	0.5727479272179187	weak_overlap	0.42857142857142855	0.75	108006	common_voice_en_20040673.mp3	2dbbae043319d1aaa1605e936b67f45b398ca6f2d41f29f5493e362a933b6e59	What was that? she asked, timidly.
it was my fear of failure that first kept me from attempting the master work	it was my fear of failure that first kept me from attempting the masterwork	0.1333	0.8667	0.0165	1.0	1	0.8679	0.8754	0	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_onset_noise_amp0.5_dur0.5.tsv	ru_64pct	onset_noise_amp0.5_dur0.5	564	it was my fear of failure that first kept me from attempting the master work	it was my fear of failure that first kept me from attempting the masterwork	4957	1	ru_64pct	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination_64pct/ru/train.tsv	0.2997016864478934	novel_or_generic	0.26666666666666666	0.2857142857142857	22470	common_voice_en_26929040.mp3	9bcc7bdf2dc319ac0ae55bf02357ac56bf1eb93e9dd1605c19700a66c37437a8	That was my first movie.
the rainforests are depleted we turned the planet into a waste ground	the rainforests are depleted and we turn the planet into a waste ground	0.1667	0.8333	0.0132	1.0	1	0.8679	0.8754	0	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_onset_noise_amp0.5_dur0.5.tsv	ru_64pct	onset_noise_amp0.5_dur0.5	567	the rainforests are depleted we turned the planet into a waste ground	the rainforests are depleted and we turn the planet into a waste ground	4958	1	clean	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination/base/train.tsv	0.24352272088854932	novel_or_generic	0.05	0.08333333333333333	77373	common_voice_en_20786769.mp3	41c88ee64ae698cf5edce002705a8fafa61d953e88ca87fd258f08707678aa37	In some continuities, he is the planet's only survivor.
glass eel is on the menu today but it s too expensive	glass eel is on the menu today but is too expensive	0.1667	0.8333	0.0128	1.0	1	0.8679	0.8754	0	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_onset_noise_amp0.5_dur0.5.tsv	ru_64pct	onset_noise_amp0.5_dur0.5	572	glass eel is on the menu today but it s too expensive	glass eel is on the menu today but is too expensive	4959	1	clean	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination/base/train.tsv	0.33105256748085166	novel_or_generic	0.3076923076923077	0.4	82563	common_voice_en_19720845.mp3	21126d7550e16b60527d73714847b07473425c048aa72f454dffe049e9cab38a	There is no steak on the menu.
millan was primarily a second baseman	millen was primarily a second baseman	0.1667	0.8333	0.0062	1.0	1	0.8679	0.8754	0	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_onset_noise_amp0.5_dur0.5.tsv	ru_64pct	onset_noise_amp0.5_dur0.5	574	millan was primarily a second baseman	millen was primarily a second baseman	4960	1	ru_64pct	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination_64pct/ru/train.tsv	0.3364849568855791	novel_or_generic	0.16666666666666666	0.3333333333333333	94318	common_voice_en_27647100.mp3	b12fc5b3c7febbe7937d373d3f6c45b5234b57001fec2c11cd21a84bbd9b68b6	Their music was primarily released on Southern Records.
machan argued against animal rights in his widely reprinted paper do animals have rights	macken argue against animal rights in his widely reprinted paper do animals have rights	0.1429	0.8571	0.0027	1.0	1	0.8679	0.8754	0	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_onset_noise_amp0.5_dur0.5.tsv	ru_64pct	onset_noise_amp0.5_dur0.5	603	machan argued against animal rights in his widely reprinted paper do animals have rights	macken argue against animal rights in his widely reprinted paper do animals have rights	4961	1	clean	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination/base/train.tsv	0.25553288933196416	novel_or_generic	0.09523809523809523	0.15384615384615385	6391	common_voice_en_19976065.mp3	2b462c3cc4e1f745873138c61b8019d6adbcb7a0b66d5e77239e816adcc7bfbf	Favoured lyrical concerns included animal rights, conformity and science fiction.
he is however usually addressed as lord stern or lord stern of brentford	he is however usually addressed as lord sterne or lord sterne of brentford	0.1538	0.8462	0.0042	1.0	1	0.8679	0.8754	1	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_onset_noise_amp0.5_dur0.5.tsv	ru_64pct	onset_noise_amp0.5_dur0.5	612	he is however usually addressed as lord stern or lord stern of brentford	he is however usually addressed as lord sterne or lord sterne of brentford	4962	1	clean	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination/base/train.tsv	0.36510024076898184	novel_or_generic	0.2857142857142857	0.36363636363636365	27282	common_voice_en_23988340.mp3	7c1c60613463d945cf982238d92feef489dea22e3a3192ad448d8323a4c4c587	He is generally addressed as Father General.
the launch was flawless all systems were go except for doctor wang s experiment	the launch was flawless all systems were cool except for doctor van s experiment	0.1429	0.8571	0.0005	0.8804	1	0.8679	0.8754	0	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_onset_noise_amp0.5_dur0.5.tsv	ru_64pct	onset_noise_amp0.5_dur0.5	624	the launch was flawless all systems were go except for doctor wang s experiment	the launch was flawless all systems were cool except for doctor van s experiment	4963	1	ru_64pct	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination_64pct/ru/train.tsv	0.24668418668084224	novel_or_generic	0.09523809523809523	0.14285714285714285	96325	common_voice_en_21269504.mp3	4aea12b298e8500534defb41e843b2483c54cd3716da74bc3ec6db4925901401	The missiles fail to launch, being engulfed on the launch pad.
maybe because that wasn t really his dream	maybe because that wasn t his name	0.25	0.75	0.0012	1.0	1	0.8679	0.8754	0	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_onset_noise_amp0.5_dur0.5.tsv	ru_64pct	onset_noise_amp0.5_dur0.5	628	maybe because that wasn t really his dream	maybe because that wasn t his name	4964	1	clean	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination/base/train.tsv	0.36384449358697923	novel_or_generic	0.14285714285714285	0.2857142857142857	85239	common_voice_en_37989028.mp3	d30b9a5ea86c22db38318070d836e40fd72b583f54ade55f02484133181ce47c	Realtor J. O. Treece lent the town his name.
real schools secondary schools giving a general practical education	will schools seconded will schools giving a general medical education	0.4444	0.5556	0.0006	0.4655	0	0.8679	0.8754	1	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_onset_noise_amp0.5_dur0.5.tsv	ru_64pct	onset_noise_amp0.5_dur0.5	629	real schools secondary schools giving a general practical education	will schools seconded will schools giving a general medical education	4965	1	ru_64pct	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination_64pct/ru/train.tsv	0.35155375035681047	novel_or_generic	0.15384615384615385	0.25	86804	common_voice_en_27647100.mp3	b12fc5b3c7febbe7937d373d3f6c45b5234b57001fec2c11cd21a84bbd9b68b6	Lungren favored giving children abstinence only education.
it is situated to the north west of the town centre	it is situated to the northwest of the town centre	0.1818	0.8182	0.0301	0.8897	1	0.8679	0.8754	0	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_onset_noise_amp0.5_dur0.5.tsv	ru_64pct	onset_noise_amp0.5_dur0.5	632	it is situated to the north west of the town centre	it is situated to the northwest of the town centre	4966	1	clean	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination/base/train.tsv	0.49999461349172336	weak_overlap	0.5454545454545454	0.6666666666666666	78645	common_voice_en_27701929.mp3	b2d5fef4e4da898d538ec144fcedeaced8fff102693ff36bab30ed54bfdb2c88	It is situated to the east of Billingham.
undefined	everything on earth and he vanished around the corner of baza	11.0	-10.0	0.0066	1.0	1	0.8679	0.8754	0	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_onset_noise_amp0.5_dur0.5.tsv	ru_64pct	onset_noise_amp0.5_dur0.5	645	undefined	everything on earth and he vanished around the corner of baza	4967	1	clean	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination/base/train.tsv	0.33564475323879783	novel_or_generic	0.25	0.45454545454545453	101643	common_voice_en_19180049.mp3	0ff6d454a558ade71e3c5f1e09dfbc3ea89c898354c33acb7d1e223d6745ebc5	On the corner of Gatehouse Street and Royal Parade there is a native garden.
the show then migrated to the groundlings theatre in los angeles	the show then migrated to the ground in theatre in los angeles	0.1818	0.8182	0.0033	1.0	1	0.8679	0.8754	0	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_onset_noise_amp0.5_dur0.5.tsv	ru_64pct	onset_noise_amp0.5_dur0.5	648	the show then migrated to the groundlings theatre in los angeles	the show then migrated to the ground in theatre in los angeles	4968	1	ru_64pct	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination_64pct/ru/train.tsv	0.36347725128415187	novel_or_generic	0.25	0.3	63092	common_voice_en_25270831.mp3	8f3dc3e1c1afe8a7776b3e91742de84143bc7454daa2cf2cf9cd8f75db0a9f6b	Farber lives in Los Angeles.
cardinal truchess even suggested the hosius was a candidate for the papacy	cardinal truchius even suggested that hosius was a candidate for the papacy	0.1667	0.8333	0.0038	1.0	1	0.8679	0.8754	0	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_onset_noise_amp0.5_dur0.5.tsv	ru_64pct	onset_noise_amp0.5_dur0.5	651	cardinal truchess even suggested the hosius was a candidate for the papacy	cardinal truchius even suggested that hosius was a candidate for the papacy	4969	1	ru_64pct	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination_64pct/ru/train.tsv	0.3477410378643462	novel_or_generic	0.2631578947368421	0.4166666666666667	78431	common_voice_en_19687004.mp3	1ee7596c1e91b3751a06e5e9bf4a4fd7f5f2d0abea1511050f095a554ce10868	Genevieve was a suffragette and a candidate for the House of Representatives for Louisiana.
you re just the one i wanted to see	it is the one i want to see	0.4444	0.5556	0.0214	1.0	1	0.8679	0.8754	0	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_onset_noise_amp0.5_dur0.5.tsv	ru_64pct	onset_noise_amp0.5_dur0.5	657	you re just the one i wanted to see	it is the one i want to see	4970	1	clean	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination/base/train.tsv	0.6412543988661839	weak_overlap	0.4	0.5	26420	common_voice_en_35709.mp3	099a37a043768a6df3ba61b8ff9ec8df980d6becd7193b4d3369325c727d9122	I want to see Michel Strogoff
when i returned to the common the sun was setting	return to the common the sun was setting	0.3	0.7	0.0036	0.9136	1	0.8679	0.8754	0	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_onset_noise_amp0.5_dur0.5.tsv	ru_64pct	onset_noise_amp0.5_dur0.5	666	when i returned to the common the sun was setting	return to the common the sun was setting	4971	1	ru_64pct	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination_64pct/ru/train.tsv	0.3420403590889145	novel_or_generic	0.23076923076923078	0.42857142857142855	45016	common_voice_en_25923501.mp3	02274de63aa1a6d145517133018295b53c892c2160f230bdf6f39acc8e5622e2	After breaking the Banni, these karagas return to the temples.
president nicolas maduro condemned the protest actions	president nicholas maduro condemned the protest actions	0.1429	0.8571	0.0028	1.0	1	0.8679	0.8754	0	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_onset_noise_amp0.5_dur0.5.tsv	ru_64pct	onset_noise_amp0.5_dur0.5	672	president nicolas maduro condemned the protest actions	president nicholas maduro condemned the protest actions	4972	1	rr_64pct	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination_64pct/rr/train.tsv	0.30998517683706117	novel_or_generic	0.16666666666666666	0.2857142857142857	32786	common_voice_en_30758759.mp3	3979484078802c8ac58719d9c4d6a70c1a56e84e11241bcfbfc389bf6752d80a	No major opposition to the protest occurred.
it doesn t look good	is that not look good	0.6	0.4	0.0023	1.0	1	0.8679	0.8754	0	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_onset_noise_amp0.5_dur0.5.tsv	ru_64pct	onset_noise_amp0.5_dur0.5	677	it doesn t look good	is that not look good	4973	1	rr_64pct	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination_64pct/rr/train.tsv	0.378061179081696	novel_or_generic	0.1	0.2	103750	common_voice_en_25471876.mp3	921142de44ac9d68de4b186ccd662d166649e4c1ab8f869726f3fce6636b3b12	Again, that's not a new idea.
the plan goes awry when the bees see through the plan	the plan goes awry when the bees see through the plan	0.0	1.0	0.0086	1.0	0	0.8679	0.8754	1	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_onset_noise_amp0.5_dur0.5.tsv	ru_64pct	onset_noise_amp0.5_dur0.5	680	the plan goes awry when the bees see through the plan	the plan goes awry when the bees see through the plan	4974	1	ru_64pct	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination_64pct/ru/train.tsv	0.43675035267091855	novel_or_generic	0.18181818181818182	0.25	629	common_voice_en_27585963.mp3	af2bd2e2b7f3c3cab337bee531e2ce97cf5047ee41360b09fc9b33cef6196252	The plan, entitled Lansdowne Live!
ritz productions include to kill a mockingbird and big among others	rich productions include to kill a monkey bird and big among others	0.2727	0.7273	0.0007	0.8979	1	0.8679	0.8754	0	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_onset_noise_amp0.5_dur0.5.tsv	ru_64pct	onset_noise_amp0.5_dur0.5	683	ritz productions include to kill a mockingbird and big among others	rich productions include to kill a monkey bird and big among others	4975	1	ru_64pct	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination_64pct/ru/train.tsv	0.32186077228233057	novel_or_generic	0.13333333333333333	0.16666666666666666	8228	common_voice_en_27628422.mp3	b0741f2ad1b66c69958a5cf7e0c8b48ca2d2edc18750456d8329b128b3007607	Ongoing productions include Check, Please!
his uncle is actor rajiv goswami	his uncle is actor rajeev dasmi	0.3333	0.6667	0.0016	0.8894	1	0.8679	0.8754	0	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_onset_noise_amp0.5_dur0.5.tsv	ru_64pct	onset_noise_amp0.5_dur0.5	684	his uncle is actor rajiv goswami	his uncle is actor rajeev dasmi	4976	1	ru_64pct	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination_64pct/ru/train.tsv	0.33570319706635154	novel_or_generic	0.14285714285714285	0.3333333333333333	20874	common_voice_en_20838908.mp3	42f67d2f9bf74befb4d2ad3f4a3f0fa045e5852f895b89fdb79365623c37877a	His uncle was the prominent financier and author Henry Clews.
a hyper reflexive operator algebra is automatically reflexive	a hyperreflexive operator algebra is automatically reflexive	0.25	0.75	0.0025	1.0	1	0.8679	0.8754	0	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_onset_noise_amp0.5_dur0.5.tsv	ru_64pct	onset_noise_amp0.5_dur0.5	689	a hyper reflexive operator algebra is automatically reflexive	a hyperreflexive operator algebra is automatically reflexive	4977	1	clean	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination/base/train.tsv	0.24190321492136135	novel_or_generic	0.125	0.2857142857142857	66091	common_voice_en_21901422.mp3	563c3d1d1b82b307ff247e8aac9bd695021de1acf6d149f76d2955d3fef4c788	The hammer is automatically cocked, and pulling the trigger simply releases the it.
it must have fallen while i was sitting over there	it was a problem while i was sitting over there	0.3	0.7	0.0115	1.0	1	0.8679	0.8754	0	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_onset_noise_amp0.5_dur0.5.tsv	ru_64pct	onset_noise_amp0.5_dur0.5	690	it must have fallen while i was sitting over there	it was a problem while i was sitting over there	4978	1	clean	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination/base/train.tsv	0.3907540366013582	novel_or_generic	0.36363636363636365	0.4444444444444444	7620	common_voice_en_30785744.mp3	3a0cefaccbe5edd38580ec807e3f14fc301c7d2e5959cfd7b4077dc285cf595c	I was sitting there one night.
