analysis_id	detail_file	detail_row	eval_config	perturbation	reference	hypothesis	wer	wacc	norm_plausibility	hallucination_like	2gram_reps	3gram_reps	4gram_reps	reference_norm	hypothesis_norm
5265	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	614	ru_64pct	reverb_amp0.5_dur0.5	the president is michel wolter	the president is michael wardle	0.4	0.6	1.0	1	0	0	0	the president is michel wolter	the president is michael wardle
5266	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	624	ru_64pct	reverb_amp0.5_dur0.5	the launch was flawless all systems were go except for doctor wang s experiment	the notions were all systems workable except for the doctor s parents experiment	0.5714	0.4286	1.0	1	0	0	0	the launch was flawless all systems were go except for doctor wang s experiment	the notions were all systems workable except for the doctor s parents experiment
5267	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	628	ru_64pct	reverb_amp0.5_dur0.5	maybe because that wasn t really his dream	maybe because that wouldn t be his theme	0.375	0.625	1.0	1	0	0	0	maybe because that wasn t really his dream	maybe because that wouldn t be his theme
5268	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	629	ru_64pct	reverb_amp0.5_dur0.5	real schools secondary schools giving a general practical education	will schools seconded will schools giving a general medical education	0.4444	0.5556	0.4655	0	1	0	0	real schools secondary schools giving a general practical education	will schools seconded will schools giving a general medical education
5269	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	634	ru_64pct	reverb_amp0.5_dur0.5	granbury was soon promoted to brigadier general in command of the brigade	grandbrings were soon promoted to brigadier general in command of the brigades	0.25	0.75	1.0	1	0	0	0	granbury was soon promoted to brigadier general in command of the brigade	grandbrings were soon promoted to brigadier general in command of the brigades
5270	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	642	ru_64pct	reverb_amp0.5_dur0.5	fall seven times stand up eight	four seven hinds and a eight	0.6667	0.3333	1.0	1	0	0	0	fall seven times stand up eight	four seven hinds and a eight
5271	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	645	ru_64pct	reverb_amp0.5_dur0.5	undefined	everything on earth and he vanished around the corner	9.0	-8.0	1.0	1	0	0	0	undefined	everything on earth and he vanished around the corner
5272	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	655	ru_64pct	reverb_amp0.5_dur0.5	i always end up soft throwing	i was in a soft room	0.6667	0.3333	1.0	1	0	0	0	i always end up soft throwing	i was in a soft room
5273	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	657	ru_64pct	reverb_amp0.5_dur0.5	you re just the one i wanted to see	it is the one of my seat	0.7778	0.2222	0.9741	1	0	0	0	you re just the one i wanted to see	it is the one of my seat
5274	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	663	ru_64pct	reverb_amp0.5_dur0.5	kamogawa station	kamogawa station ryuzan line	1.0	0.0	1.0	1	0	0	0	kamogawa station	kamogawa station ryuzan line
5275	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	677	ru_64pct	reverb_amp0.5_dur0.5	it doesn t look good	it does not look good	0.4	0.6	1.0	1	0	0	0	it doesn t look good	it does not look good
5276	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	679	ru_64pct	reverb_amp0.5_dur0.5	secondary characters come to the fore loyalties are strained	secondary characters come to the fore while royalty is unstrained	0.4444	0.5556	1.0	1	0	0	0	secondary characters come to the fore loyalties are strained	secondary characters come to the fore while royalty is unstrained
5277	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	680	ru_64pct	reverb_amp0.5_dur0.5	the plan goes awry when the bees see through the plan	the plan goes awry when the bees see through the plan	0.0	1.0	1.0	0	1	0	0	the plan goes awry when the bees see through the plan	the plan goes awry when the bees see through the plan
5278	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	683	ru_64pct	reverb_amp0.5_dur0.5	ritz productions include to kill a mockingbird and big among others	rich productions include the hill among the world and big among others	0.5455	0.4545	0.9928	1	0	0	0	ritz productions include to kill a mockingbird and big among others	rich productions include the hill among the world and big among others
5279	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	689	ru_64pct	reverb_amp0.5_dur0.5	a hyper reflexive operator algebra is automatically reflexive	a hyperreflexive operator algebra is automatically reflexive	0.25	0.75	1.0	1	0	0	0	a hyper reflexive operator algebra is automatically reflexive	a hyperreflexive operator algebra is automatically reflexive
5280	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	690	ru_64pct	reverb_amp0.5_dur0.5	it must have fallen while i was sitting over there	it was a problem while i was sitting all day	0.5	0.5	1.0	1	0	0	0	it must have fallen while i was sitting over there	it was a problem while i was sitting all day
5281	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	697	ru_64pct	reverb_amp0.5_dur0.5	a friend to everybody is a friend to nobody	a friend to everybody is a friend to nobody	0.0	1.0	1.0	0	2	1	0	a friend to everybody is a friend to nobody	a friend to everybody is a friend to nobody
5282	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	698	ru_64pct	reverb_amp0.5_dur0.5	administratively they belong to psara	administratively they belong to sara	0.2	0.8	1.0	1	0	0	0	administratively they belong to psara	administratively they belong to sara
5283	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	709	ru_64pct	reverb_amp0.5_dur0.5	that is something i won t encourage	this is something i want in paris	0.5714	0.4286	1.0	1	0	0	0	that is something i won t encourage	this is something i want in paris
5284	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	721	ru_64pct	reverb_amp0.5_dur0.5	don t spank your kids	don t spank your kid	0.2	0.8	1.0	1	0	0	0	don t spank your kids	don t spank your kid
5285	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	732	ru_64pct	reverb_amp0.5_dur0.5	the thought was so dreadful to him that he forgot about the heat and went forward	the thomps were so dreadful to him that he brought up the heat and went forth	0.3125	0.6875	0.9222	1	0	0	0	the thought was so dreadful to him that he forgot about the heat and went forward	the thomps were so dreadful to him that he brought up the heat and went forth
5286	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	737	ru_64pct	reverb_amp0.5_dur0.5	thirty concentration camps in total were established across the puppet state	the key concentration camps in total were established across the kvitschek	0.3636	0.6364	0.9725	1	0	0	0	thirty concentration camps in total were established across the puppet state	the key concentration camps in total were established across the kvitschek
5287	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	744	ru_64pct	reverb_amp0.5_dur0.5	beachley narrates the seven network factual series beach cops	bichley narrates the seven network factual series beat cuffs	0.3333	0.6667	1.0	1	0	0	0	beachley narrates the seven network factual series beach cops	bichley narrates the seven network factual series beat cuffs
5288	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	745	ru_64pct	reverb_amp0.5_dur0.5	its inhabitants are descendants of lenca chortis ethnic groups	its inhabitants are descendants of lanka chotis ethnic groups	0.2222	0.7778	1.0	1	0	0	0	its inhabitants are descendants of lenca chortis ethnic groups	its inhabitants are descendants of lanka chotis ethnic groups
5289	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	746	ru_64pct	reverb_amp0.5_dur0.5	william howard was born at hinesburg vermont	william howard was born at hinzburg verment	0.2857	0.7143	0.8426	1	0	0	0	william howard was born at hinesburg vermont	william howard was born at hinzburg verment
5290	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	750	ru_64pct	reverb_amp0.5_dur0.5	moers has two children	morse has two children	0.25	0.75	1.0	1	0	0	0	moers has two children	morse has two children
5291	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	754	ru_64pct	reverb_amp0.5_dur0.5	we couldn t believe a ball was going that far	he could not believe a ball was swinging that far	0.4	0.6	1.0	1	0	0	0	we couldn t believe a ball was going that far	he could not believe a ball was swinging that far
5292	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	756	ru_64pct	reverb_amp0.5_dur0.5	ibrahim caramel brought his yellow eye rakishly into play	ibrahim karimal dug his yellow eye actually into the plane	0.5556	0.4444	1.0	1	0	0	0	ibrahim caramel brought his yellow eye rakishly into play	ibrahim karimal dug his yellow eye actually into the plane
5293	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	765	ru_64pct	reverb_amp0.5_dur0.5	seoul has two main airports the incheon international airport as well as gimpo international airport	seoul has two main airports the indian international airport as well as impo international airport	0.1333	0.8667	1.0	0	1	0	0	seoul has two main airports the incheon international airport as well as gimpo international airport	seoul has two main airports the indian international airport as well as impo international airport
5294	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	766	ru_64pct	reverb_amp0.5_dur0.5	it has inherent support for run time cast validation	it has inherent support for runtime cast validation	0.2222	0.7778	0.9104	1	0	0	0	it has inherent support for run time cast validation	it has inherent support for runtime cast validation
5295	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	771	ru_64pct	reverb_amp0.5_dur0.5	the arrowhead line primarily served to haul water tanks from the arrowhead springs company	the arrowhead line primarily served to haul water down from the arrowhead spring open	0.2143	0.7857	1.0	1	1	0	0	the arrowhead line primarily served to haul water tanks from the arrowhead springs company	the arrowhead line primarily served to haul water down from the arrowhead spring open
5296	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	782	ru_64pct	reverb_amp0.5_dur0.5	let s stop this another commander said	let s stop this nasakman to say	0.4286	0.5714	1.0	1	0	0	0	let s stop this another commander said	let s stop this nasakman to say
5297	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	791	ru_64pct	reverb_amp0.5_dur0.5	the poles meaning the polish people obtained independence	the pols meaning the polish people obtained an independence	0.25	0.75	1.0	1	0	0	0	the poles meaning the polish people obtained independence	the pols meaning the polish people obtained an independence
5298	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	792	ru_64pct	reverb_amp0.5_dur0.5	it starred all that cast members kenan thompson and kel mitchell	the star reported cast members hamilton johnson and kelly chubb	0.7273	0.2727	0.8429	1	0	0	0	it starred all that cast members kenan thompson and kel mitchell	the star reported cast members hamilton johnson and kelly chubb
5299	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	804	ru_64pct	reverb_amp0.5_dur0.5	what s this i hear	watch this eye here	0.8	0.2	1.0	1	0	0	0	what s this i hear	watch this eye here
5300	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	805	ru_64pct	reverb_amp0.5_dur0.5	curtis attended okemos high school at the same time as smallville s tom welling	curtis attended oakmores high school at the same time as mario wilde s tom welling	0.2143	0.7857	0.9256	1	0	0	0	curtis attended okemos high school at the same time as smallville s tom welling	curtis attended oakmores high school at the same time as mario wilde s tom welling
5301	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	806	ru_64pct	reverb_amp0.5_dur0.5	do you know any silicon valley billionaires	you know when it s lecon valley you know	1.0	0.0	0.4898	0	1	0	0	do you know any silicon valley billionaires	you know when it s lecon valley you know
5302	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	808	ru_64pct	reverb_amp0.5_dur0.5	it won critical acclaim at its sundance screening	it won t really go clean and it s sometimes rainy	1.125	-0.125	0.2541	0	0	0	0	it won critical acclaim at its sundance screening	it won t really go clean and it s sometimes rainy
5303	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	809	ru_64pct	reverb_amp0.5_dur0.5	this prevented the sale distribution or display of the tape	this prevents the cell distribution from disappearing or reusing	0.7	0.3	1.0	1	0	0	0	this prevented the sale distribution or display of the tape	this prevents the cell distribution from disappearing or reusing
5304	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	812	ru_64pct	reverb_amp0.5_dur0.5	the food supplies spoil	i heard this in private sports	1.5	-0.5	1.0	1	0	0	0	the food supplies spoil	i heard this in private sports
5305	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	815	ru_64pct	reverb_amp0.5_dur0.5	it seemed so safe and tranquil	it just seemed so safe and true	0.3333	0.6667	1.0	1	0	0	0	it seemed so safe and tranquil	it just seemed so safe and true
5306	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_ru_64pct_reverb_amp0.5_dur0.5.tsv	820	ru_64pct	reverb_amp0.5_dur0.5	i read only what the birds wanted to tell me	i read only what the birds want it to tell me	0.2	0.8	1.0	1	0	0	0	i read only what the birds wanted to tell me	i read only what the birds want it to tell me
